Date,from_username,Subject,content
2001-11-20 21:22:51-08:00,enron_update,expense reports awaiting your approval,"the following reports have been waiting for your approval for more than 4 days.  please review.

owner: mona l petrochko
report name: mlp11162001
days in mgr. queue: 4
"
2001-11-20 21:40:30-08:00,askus,"free shipping on 2 or more entertainment books just in time for the
 holidays","  <http://images.entertainment.com/header_mholi11_01.jpg>
	
  <http://images.entertainment.com/2002_side_graphic.gif>	dear , 	
thousands of our members buy entertainment books to give as gifts each year. it's easy to see why. who wouldn't love a gift that allows them to enjoy great local entertainment at a significant discount? as you know, the book has discounts for restaurants, movies, zoos, museums and tons of other great local entertainment options. best of all if you buy more than two books today you'll get free shipping. 

free shipping on 2 or more until 11/25/01! <http://www.entertainment.com/bes/redirect.cfm?link=000001508472000000363000000324> 

if you've never given the book away as a gift, this is the perfect year to do it. more people are putting budgets in place, but they still want the opportunity to get out and enjoy the american way of life. the entertainment book is a great solution for family fun without blowing the budget. 

buy today! <http://www.entertainment.com/bes/redirect.cfm?link=000001508472000000363000000325> 

if you have out-of-town friends and family you'll save even more. as a member, you get member pricing (lower than retail) on all out-of-town editions, plus right now you'll also get free shipping on two or more. 

get member pricing! <http://www.entertainment.com/bes/redirect.cfm?link=000001508472000000363000000326>

make your holidays even brighter 

sally foster giftwraps, accessories, gifts and edibles are now available online. wrap your holiday gifts in our exceptional giftwrap and savor our gourmet chocolates. best of all, 50% of your purchase goes to the school of your choice! hurry! supplies are limited. 

visit sallyfoster.com now! <http://www.entertainment.com/bes/redirect.cfm?link=000001508472000000363000000327>

  <http://images.entertainment.com/blank.gif>
  <http://images.entertainment.com/holiday_message.jpg>	
  <http://images.entertainment.com/blank.gif>
  <http://images.entertainment.com/arrow.gif>

  <http://images.entertainment.com/blank.gif>	
  <http://images.entertainment.com/blank.gif>	  <http://images.entertainment.com/blank.gif>	  <http://images.entertainment.com/blank.gif>	
  <http://images.entertainment.com/blank.gif>	  <http://images.entertainment.com/blank.gif>	 <http://www.entertainment.com/bes/redirect.cfm?link=000001508472000000363000000328>	   <http://images.entertainment.com/blank.gif>	  <http://images.entertainment.com/blank.gif>	
  <http://images.entertainment.com/blank.gif>	  <http://images.entertainment.com/blank.gif>	  <http://images.entertainment.com/blank.gif>	
20% off your next purchase!
	
  <http://images.entertainment.com/blank.gif>	
  <http://images.entertainment.com/blank.gif>	
  <http://images.entertainment.com/blank.gif>	  <http://images.entertainment.com/blank.gif>	  <http://images.entertainment.com/blank.gif>	
  <http://images.entertainment.com/blank.gif>	  <http://images.entertainment.com/blank.gif>	 <http://www.entertainment.com/bes/redirect.cfm?link=000001508472000000363000000329>	   <http://images.entertainment.com/blank.gif>	  <http://images.entertainment.com/blank.gif>	
  <http://images.entertainment.com/blank.gif>	  <http://images.entertainment.com/blank.gif>	  <http://images.entertainment.com/blank.gif>	
$20 off your next $100 purchase!
	
  <http://images.entertainment.com/blank.gif>	
  <http://images.entertainment.com/blank.gif>	
  <http://images.entertainment.com/blank.gif>	  <http://images.entertainment.com/blank.gif>	  <http://images.entertainment.com/blank.gif>	
  <http://images.entertainment.com/blank.gif>	  <http://images.entertainment.com/blank.gif>	 <http://www.entertainment.com/bes/redirect.cfm?link=000001508472000000363000000330>	   <http://images.entertainment.com/blank.gif>	  <http://images.entertainment.com/blank.gif>	
  <http://images.entertainment.com/blank.gif>	  <http://images.entertainment.com/blank.gif>	  <http://images.entertainment.com/blank.gif>	
$10 off when you spend $75 or more!
	
  <http://images.entertainment.com/blank.gif>	
  <http://images.entertainment.com/blank.gif>	
  <http://images.entertainment.com/blank.gif>	  <http://images.entertainment.com/blank.gif>	  <http://images.entertainment.com/blank.gif>	
  <http://images.entertainment.com/blank.gif>	  <http://images.entertainment.com/blank.gif>	 <http://www.entertainment.com/bes/redirect.cfm?link=000001508472000000363000000331>	   <http://images.entertainment.com/blank.gif>	  <http://images.entertainment.com/blank.gif>	
  <http://images.entertainment.com/blank.gif>	  <http://images.entertainment.com/blank.gif>	  <http://images.entertainment.com/blank.gif>	
save up to $20 on a weekend rental!
	
  <http://images.entertainment.com/blank.gif>	
  <http://images.entertainment.com/blank.gif>	
  <http://images.entertainment.com/blank.gif>	  <http://images.entertainment.com/blank.gif>	  <http://images.entertainment.com/blank.gif>	
  <http://images.entertainment.com/blank.gif>	  <http://images.entertainment.com/blank.gif>	 <http://www.entertainment.com/bes/redirect.cfm?link=000001508472000000363000000332>	   <http://images.entertainment.com/blank.gif>	  <http://images.entertainment.com/blank.gif>	
  <http://images.entertainment.com/blank.gif>	  <http://images.entertainment.com/blank.gif>	  <http://images.entertainment.com/blank.gif>	
$10 off your purchase of $100 or more!
	
  <http://images.entertainment.com/blank.gif>	
  <http://images.entertainment.com/blank.gif>	
  <http://images.entertainment.com/blank.gif>	  <http://images.entertainment.com/blank.gif>	  <http://images.entertainment.com/blank.gif>	
  <http://images.entertainment.com/blank.gif>	  <http://images.entertainment.com/blank.gif>	 <http://www.entertainment.com/bes/redirect.cfm?link=000001508472000000363000000333>	   <http://images.entertainment.com/blank.gif>	  <http://images.entertainment.com/blank.gif>	
  <http://images.entertainment.com/blank.gif>	  <http://images.entertainment.com/blank.gif>	  <http://images.entertainment.com/blank.gif>	
save $5 on purchase of $50 or more!
	
  <http://images.entertainment.com/blank.gif>	

if you no longer wish to receive these emails, please click here <http://www.entertainment.com/start.cfm?module=subscribe>. 
  <http://images.entertainment.com/be_logo.gif>"
2001-11-21 00:19:13-08:00,lora.sullivan,this thanksgiving... - from lora sullivan,"hello! lora sullivan has just sent you a greeting card from bluemountain.com.

you can pick up your personal message here:

http://www1.bluemountain.com/cards/boxa227469k4/3kwp95vjfzrbg2.html

your card will be available for the next 90 days.

this service is 100% free! :) have a good day and have fun!

________________________________________________________________________
accessing your card indicates agreement with blue mountain's website rules:
http://www.bluemountain.com/home/websiterules.html

send free blue mountain cards to friends and family (and attach gifts too!)
http://www.bluemountain.com"
2001-11-21 05:33:01-08:00,sue.nord,re: december 13-17,"no problem.

-----original message----- 
from: shapiro, richard 
sent: wed 11/21/2001 7:19 am 
to: nord, sue; novosel, sarah 
cc: 
subject: fw: december 13-17


fyi

-----original message----- 
from: peter.esposito@dynegy.com 
sent: tue 11/20/2001 4:59 pm 
to: mary.doyle@dynegy.com; sarah.tomalty@dynegy.com; joel.newton@dynegy.com; john.j.stauffacher@dynegy.com; barry.huddleston@dynegy.com; matthew.j.picardi@dynegy.com; david.cruthirds@dynegy.com; chris.russo@dynegy.com; dan.king@dynegy.com; joel.newton@dynegy.com; betsy.carr@dynegy.com; joe.paul@dynegy.com; greg.blue@dynegy.com; karen.shea@dynegy.com 
cc: ken.e.randolph@dynegy.com; shapiro, richard 
subject: december 13-17



we are looking at finalizing our ferc 203 application on or about 12/15.
please arrange your schedules to be fully available to the merger effort
during the 13-17th period.  thanks in advance.


peter g. esposito
vp & regulatory counsel
dynegy inc.
1181 gothic corridor
p.o. box 748
crested butte, co 81224

direct: 970-349-2080
cell: 970-209-3071
fax: 713-356-2050
pager: 888-531-4367
pager e-mail: 5314367@archwireless.net
dc office: 202-216-1128
houston office: 713-507-3781

"
2001-11-21 05:47:55-08:00,aleck.dadson,,"rick, are you still heading up here in the next week or so?"
2001-11-21 05:59:53-08:00,aleck.dadson,re:,"i am in the office this morning,  so try me at (416) 590-3279.  look forward
to chatting. 

-----original message-----
from: shapiro, richard [mailto:richard.shapiro@enron.com]
sent: wednesday, november 21, 2001 8:51 am
to: dadson, aleck
subject: re:


no, but please send # to call later this morning. thanks.

	-----original message----- 
	from: dadson, aleck 
	sent: wed 11/21/2001 7:47 am 
	to: shapiro, richard 
	cc: 
	subject: 
	
	

	rick, are you still heading up here in the next week or so? 



**********************************************************************
this e-mail is the property of enron corp. and/or its relevant affiliate and
may contain confidential and privileged material for the sole use of the
intended recipient (s). any review, use, distribution or disclosure by
others is strictly prohibited. if you are not the intended recipient (or
authorized to receive for the recipient), please contact the sender or reply
to enron corp. at enron.messaging.administration@enron.com and delete all
copies of the message. this e-mail (and any attachments hereto) are not
intended to be an offer (or an acceptance) and do not create or evidence a
binding and enforceable contract between enron corp. (or any of its
affiliates) and the intended recipient or any other party, and may not be
relied on by anyone as the basis of a contract by estoppel or otherwise.
thank you. 
**********************************************************************"
2001-11-21 07:06:23-08:00,m..landwehr,re: government affairs retainer agreements,"hi rick.  i have one agreement that expires on dec 31 and i talked to them =
back in sept about it not being renewed.  would you like a letter to go eve=
n though the current agreement will expire?

 -----original message-----
from: =09dernehl, ginger   on behalf of shapiro, richard
sent:=09wednesday, november 21, 2001 8:58 am
to:=09alamo, joseph; allegretti, daniel; allen, joe; alvarez, ray; ausenhus=
, kara; barnes, lynnette; bellas, kirsten; bestard, jose; binns, darran; bo=
lton, scott; boston, roy; buerger, rubena; burns, stephen; canovas, guiller=
mo; cantrell, rebecca w.; comnes, alan; connor, joe; cooney, carolyn; dasov=
ich, jeff; decker, larry; dernehl, ginger; dressler, jean; floris, vinio; f=
rank, robert; fromer, howard; fulton, donna; gottfredson, bryan; guerrero, =
janel; hamilton, allison; hardy jr, john; hartfield, rita; hawkins, bernade=
tte; hemstock, robert; hetrick, nancy; hoatson, tom; hueter, barbara a.; hu=
nter, bevin; huson, maggy; ibrahim, amr; kaufman, paul; kean, steven j.; ke=
ene, patrick; kingerski, harry; kishigami, kikumi; knight, laurie; landwehr=
, susan m.; lassere, donald; lawner, leslie; lawrence, linda l.; leibman, l=
ara; leonardo, samuel; levy, alberto; lindberg, susan; linnell, elizabeth; =
long, chris; mara, susan; maurer, luiz; mcvicker, maureen; migden, janine; =
miller, terri; montovano, steve; moore, bill; nersesian, carin; neustaedter=
, robert; nicolay, christi l.; nord, sue; noske, linda j.; novosel, sarah; =
o'connell, earlene; ogenyi, gloria; palmer, germain; perez, carmen; perez, =
gus; perrino, dave; petrochko, mona l.; pharms, melinda; reyna, margo; rish=
e, frank; rizzo, helen; roan, michael; robertson, linda; robinson, marchris=
; rodriquez, andy; ryall, jean; shapiro, richard; shelk, john; shortridge, =
pat; staines, dan; steffes, james d.; stephens, sharonda; stransky, joan; s=
troup, kerry; stubbings, randy; sullivan, kathleen; sullivan, lora; thome, =
jennifer; tiberi, fino; twiggs, thane; walton, steve; warner, geriann; yeun=
g, charles; yoho, lisa
subject:=09government affairs retainer agreements


please send out notices of termination by november 30, 2001 for all retaine=
r (fixed payments) agreements (lobbying, legal, consulting, etc...)  we nee=
d to end all payments as of december 31, 2001.  thank you very much.



ginger dernehl
administrative coordinator
global government affairs
phone# 713-853-7751
fax# 713-646-8160"
2001-11-21 07:17:24-08:00,richard.shapiro,fw: communication regarding urgency of transaction,"
  as  the  timing to process filings that are necessary  to obtain regulatory    approvals for our merger with dynegy approaches, 
 many of you have received, or will receive in the next few days, requests for information that is necessary for  these  regulatory filings . rick shapiro is coordinating this effort for enron and is working very closely with his counterparts at dynegy  we recognize that each of you are facing many demands at this time ,    but  providing this information in the most accurate and expeditious manner possible is of the highest priority.  y our cooperation  is very much appreciated. 


"
2001-11-21 07:21:06-08:00,kalen.pieper,re: steve montovano,"will do

 -----original message-----
from: 	shapiro, richard  
sent:	wednesday, november 21, 2001 9:02 am
to:	pieper, kalen
subject:	steve montovano
importance:	high
sensitivity:	confidential

steve will be staying, so let's move the no(1) to yes(10). thanks!"
2001-11-21 07:49:36-08:00,jpfeffer,generic amendment to all market based tariffs,"the new  ferc order proposing to amend all existing market based tariffs adding language to prohibit certain types of anticompetitive conduct (i.e.  economic and physical withholding etc.) and establishing a refund effective date  just was released.   comments are due in 15 days.  the order can be downloaded at:

http://cips.ferc.gov/q\cips\electric\el\el01-118.000.txt







****************************************************
this e-mail and any attachments thereto, is intended only for use by the addressee(s) named herein and may contain legally privileged and/or confidential information. if you are not the intended recipient of this e-mail, you are hereby notified any dissemination, distribution or copying of this email, and any attachments thereto, is strictly prohibited. if you receive this email in error please immediately notify me at (212) 735-3000 and permanently delete the original copy and any copy of any e-mail, and any printout thereof.

further information about the firm, a list of the partners and their professional qualifications will be provided upon request.
****************************************************
"
2001-11-21 08:07:48-08:00,jpfeffer,forrester study,"the following is a description of the study from the forrester website:

net energy hits hypergrowth  report  april 2001 
                   by jim walker with bruce d. temkin, peter martin, zaid van giffen
                   online wholesale energy trade will reach $3.6 trillion in 2005 -- fueled by the growth of financial
                   derivatives. this trading will flow through three venues: solution sites... 


****************************************************
this e-mail and any attachments thereto, is intended only for use by the addressee(s) named herein and may contain legally privileged and/or confidential information. if you are not the intended recipient of this e-mail, you are hereby notified any dissemination, distribution or copying of this email, and any attachments thereto, is strictly prohibited. if you receive this email in error please immediately notify me at (212) 735-3000 and permanently delete the original copy and any copy of any e-mail, and any printout thereof.

further information about the firm, a list of the partners and their professional qualifications will be provided upon request.
****************************************************
"
2001-11-21 08:27:48-08:00,edgillespie,re: resume,"met with her. very sharp.  how you doin'? hope you get a little time to
relax over thanksgiving.  best, ed g.

-----original message-----
from: shapiro, richard [mailto:richard.shapiro@enron.com]
sent: thursday, october 18, 2001 2:35 pm
to: edgillespie@quinngillespie.com
subject: fw: resume


ed: katherine is a bright, young( junior) communications professional
planning a move to d.c.---thought you might be interested in her for the
firm. it would be much appreciated if you all could meet with her at the
very least. thanks.



rick,

attached is katharine mcfall's resume.  she is scheduled to move to dc
in 2 weeks and is interested in setting up some informational interviews
in preparation of her arrival

thanks.

janel


**********************************************************************
this e-mail is the property of enron corp. and/or its relevant affiliate and
may contain confidential and privileged material for the sole use of the
intended recipient (s). any review, use, distribution or disclosure by
others is strictly prohibited. if you are not the intended recipient (or
authorized to receive for the recipient), please contact the sender or reply
to enron corp. at enron.messaging.administration@enron.com and delete all
copies of the message. this e-mail (and any attachments hereto) are not
intended to be an offer (or an acceptance) and do not create or evidence a
binding and enforceable contract between enron corp. (or any of its
affiliates) and the intended recipient or any other party, and may not be
relied on by anyone as the basis of a contract by estoppel or otherwise.
thank you. 
**********************************************************************"
2001-11-21 08:39:54-08:00,jaime.williams,re: mexico,"thanks rick,  and let's talk after the holidays about a new game plan...bes=
t regards and happy thanksgiving.=20

jaime williams.=20

 -----original message-----
from: =09shapiro, richard =20
sent:=09tuesday, november 20, 2001 3:40 pm
to:=09williams, jaime
subject:=09fw: mexico=20

fyi

 -----original message-----
from: =09hennemeyer, paul =20
sent:=09tuesday, november 20, 2001 12:10 pm
to:=09shapiro, richard
subject:=09mexico=20

rick

thanks for your encouraging words during the last few days. i have to say t=
hat despite all the difficulties we have had to endure over the past few mo=
nths, enron remains the best place i have ever worked.this is due, in no sm=
all part, to the great people i share this place with.=20

i also owe you an overdue e-mail on the mexico matter. as i had indicated, =
i have decided not to take the offer. i have spoken to a number of friends =
and associates who live in monterrey and their views are pretty unanimous: =
monterrey is a great place to live if one is already settled with a family,=
 but it is altogther different and more difficult for a  single man. theref=
ore, despite the professional opportunity to work with a great team, i have=
 decided not accept the offer.=20

many thanks for keeping me  in mind, being patient, and moving things along=
. i will be in touch in the next couple of days. enjoy your holiday.=20

best regards,=20
paul


=20

 -----original message-----
from: =09dernehl, ginger   on behalf of shapiro, richard
sent:=0920 november 2001 16:50
to:=09alamo, joseph; allegretti, daniel; allen, joe; alvarez, ray; assad, s=
ergio; assaf, lisa; ausenhus, kara; barnes, lynnette; bellas, kirsten; best=
ard, jose; binns, darran; bolton, scott; boston, roy; braz, gisele; buerger=
, rubena; burns, stephen; canovas, guillermo; cantrell, rebecca w.; comnes,=
 alan; connor, joe; cooney, carolyn; cooper, adam n; crowther, mark; dasovi=
ch, jeff; davies, philip; dawson, paul; decker, larry; dernehl, ginger; dre=
ssler, jean; elms, nick; fitzgibbon, tom; floris, vinio; frank, robert; fro=
mer, howard; fulton, donna; gottfredson, bryan; grimes, michael; guerrero, =
janel; haizmann, jan; hamilton, allison; hardy jr, john; hartfield, rita; h=
awkins, bernadette; hemstock, robert; hennemeyer, paul; hetrick, nancy; hoa=
tson, tom; huertas, alfredo; hueter, barbara a.; hughes, llewelyn; hunter, =
bevin; huson, maggy; ibrahim, amr; imai, makiko; kaufman, paul; kean, steve=
n j.; keenan, amber; keene, patrick; kimura, takashi; kingerski, harry; kis=
higami, kikumi; knight, laurie; landwehr, susan m.; lassere, donald; lawner=
, leslie; lawrence, linda l.; leibman, lara; leonardo, samuel; levy, albert=
o; lindberg, susan; linnell, elizabeth; long, chris; mara, susan; maurer, l=
uiz; mcvicker, maureen; migden, janine; milano, pamela; miller, terri; mont=
ovano, steve; nersesian, carin; neustaedter, robert; nicolay, christi l.; n=
ord, sue; noske, linda j.; novosel, sarah; o'connell, earlene; ogenyi, glor=
ia; palmer, germain; perez, carmen; perez, gus; perrino, dave; petrochko, m=
ona l.; pharms, melinda; reis, jose lucio; reyna, margo; rishe, frank; rizz=
o, helen; roan, michael; robertson, linda; robinson, marchris; rodriquez, a=
ndy; ryall, jean; sampaio, fred; shapiro, richard; shelk, john; shortridge,=
 pat; staines, dan; steffes, james d.; stephens, sharonda; stransky, joan; =
stroup, kerry; stubbings, randy; styles, peter; sullivan, kathleen; sulliva=
n, lora; thome, jennifer; tiberi, fino; twiggs, thane; van biert, teun; wal=
ton, steve; warner, geriann; watanabe, mika; wood, doug; yeung, charles; yo=
ho, lisa
subject:=09american thanksgiving
importance:=09high



a few months ago, i sent a note to the north american government affairs gr=
oup commemorating a bit of an end point in our efforts relative to californ=
ia.  in that memo, i included a quote that went as follows ? ""what we do in=
 life echoes through eternity"".  i think of these words often and believe t=
hem more than ever, particularly after the events, both external and intern=
al to enron, of the last few months.  i do not know for sure what the next =
few weeks or months will bring for any of us, but i do know that what we've=
 done here at enron in government affairs over the last several years, whet=
her in houston, washington, london, brussels, sao paulo, etc. was very good=
 and will be remembered for the positive difference that we have all made i=
n the industries in which we have worked and for each other.  we even had a=
 good time doing it.  the good work we do will go on for many, if not, all =
of us . . . for some, here; for others, elsewhere. =20

regardless of what the future holds, we should all be quite proud of what w=
e have accomplished here and how it has been accomplished.  my personal app=
reciation for all that you have done as well as at having had the opportuni=
ty to be part of a group that, unfortunately, will be inalterably impacted =
and changed over the next few weeks, is boundless.  irrespective of where t=
hese changes may take any one of us, i will continue to do all i can to ear=
n your trust and respect. =20

on a more holiday-related note, for those in the u.s., who are working this=
 week, please feel free to leave as early as possible on wednesday in advan=
ce of thanksgiving to spend time with your families or loved ones.  for tho=
se not celebrating the american thanksgiving, you too should try and take s=
ome additional time for yourself and families over the next few days, work =
and business demands permitting.

thank you.


ginger dernehl
administrative coordinator
global government affairs
phone# 713-853-7751
fax# 713-646-8160"
2001-11-21 09:45:06-08:00,postmaster,delivery status notification (relay),"this is an automatically generated delivery status notification.

your message has been successfully relayed to the following recipients, but the requested delivery status notifications may not be generated by the destination.

       michael.trahan@ubspainewebber.com




--------- inline attachment follows ---------

from:  </o=enron/ou=na/cn=recipients/cn=rshapiro>
to: michael.trahan@ubspainewebber.com
date: wednesday, november 21, 2001 5:45:06 gmt
subject: 

713-853-3407. thanks."
2001-11-21 09:46:51-08:00,postmaster,delivered: please  call me," <<please  call me>> your message

  to:      trahan, michael
  subject: please  call me
  sent:    wed, 21 nov 2001 12:45:06 -0500

was delivered to the following recipient(s):

trahan, michael on wed, 21 nov 2001 12:46:14 -0500
    msexch:msexchangemta:pcg:pcglis10


******************************************************
notice regarding entry of orders and instructions: 
please do not transmit orders and/or instructions 
regarding your ubspainewebber account(s) by e-mail. 
orders and/or instructions transmitted by e-mail will 
not be accepted by ubspainewebber and ubspainewebber 
will not be responsible for carrying out such orders 
and/or instructions. 

notice regarding privacy and confidentiality: 
ubspainewebber reserves the right to monitor and 
review the content of all e-mail communications sent 
and/or received by its employees.

--------- inline attachment follows ---------

from:  </o=enron/ou=na/cn=recipients/cn=rshapiro>
to: trahan, michael <michael.trahan@ubspainewebber.com>
date: wednesday, november 21, 2001 5:45:06 gmt
subject: "
2001-11-21 10:54:03-08:00,margo.reyna,re: government affairs retainer agreements,"ginger - is there a standard document that we should use for this?  if so, =
can you tell me where to obtain a copy?

thanks, and happy holidays.

 -----original message-----
from: =09dernehl, ginger   on behalf of shapiro, richard
sent:=09wednesday, november 21, 2001 8:58 am
to:=09alamo, joseph; allegretti, daniel; allen, joe; alvarez, ray; ausenhus=
, kara; barnes, lynnette; bellas, kirsten; bestard, jose; binns, darran; bo=
lton, scott; boston, roy; buerger, rubena; burns, stephen; canovas, guiller=
mo; cantrell, rebecca w.; comnes, alan; connor, joe; cooney, carolyn; dasov=
ich, jeff; decker, larry; dernehl, ginger; dressler, jean; floris, vinio; f=
rank, robert; fromer, howard; fulton, donna; gottfredson, bryan; guerrero, =
janel; hamilton, allison; hardy jr, john; hartfield, rita; hawkins, bernade=
tte; hemstock, robert; hetrick, nancy; hoatson, tom; hueter, barbara a.; hu=
nter, bevin; huson, maggy; ibrahim, amr; kaufman, paul; kean, steven j.; ke=
ene, patrick; kingerski, harry; kishigami, kikumi; knight, laurie; landwehr=
, susan m.; lassere, donald; lawner, leslie; lawrence, linda l.; leibman, l=
ara; leonardo, samuel; levy, alberto; lindberg, susan; linnell, elizabeth; =
long, chris; mara, susan; maurer, luiz; mcvicker, maureen; migden, janine; =
miller, terri; montovano, steve; moore, bill; nersesian, carin; neustaedter=
, robert; nicolay, christi l.; nord, sue; noske, linda j.; novosel, sarah; =
o'connell, earlene; ogenyi, gloria; palmer, germain; perez, carmen; perez, =
gus; perrino, dave; petrochko, mona l.; pharms, melinda; reyna, margo; rish=
e, frank; rizzo, helen; roan, michael; robertson, linda; robinson, marchris=
; rodriquez, andy; ryall, jean; shapiro, richard; shelk, john; shortridge, =
pat; staines, dan; steffes, james d.; stephens, sharonda; stransky, joan; s=
troup, kerry; stubbings, randy; sullivan, kathleen; sullivan, lora; thome, =
jennifer; tiberi, fino; twiggs, thane; walton, steve; warner, geriann; yeun=
g, charles; yoho, lisa
subject:=09government affairs retainer agreements


please send out notices of termination by november 30, 2001 for all retaine=
r (fixed payments) agreements (lobbying, legal, consulting, etc...)  we nee=
d to end all payments as of december 31, 2001.  thank you very much.



ginger dernehl
administrative coordinator
global government affairs
phone# 713-853-7751
fax# 713-646-8160"
2001-11-21 11:02:43-08:00,marchris.robinson,re: government affairs retainer agreements,"do we have a standard letter?

mr

 -----original message-----
from: =09dernehl, ginger   on behalf of shapiro, richard
sent:=09wednesday, november 21, 2001 8:58 am
to:=09alamo, joseph; allegretti, daniel; allen, joe; alvarez, ray; ausenhus=
, kara; barnes, lynnette; bellas, kirsten; bestard, jose; binns, darran; bo=
lton, scott; boston, roy; buerger, rubena; burns, stephen; canovas, guiller=
mo; cantrell, rebecca w.; comnes, alan; connor, joe; cooney, carolyn; dasov=
ich, jeff; decker, larry; dernehl, ginger; dressler, jean; floris, vinio; f=
rank, robert; fromer, howard; fulton, donna; gottfredson, bryan; guerrero, =
janel; hamilton, allison; hardy jr, john; hartfield, rita; hawkins, bernade=
tte; hemstock, robert; hetrick, nancy; hoatson, tom; hueter, barbara a.; hu=
nter, bevin; huson, maggy; ibrahim, amr; kaufman, paul; kean, steven j.; ke=
ene, patrick; kingerski, harry; kishigami, kikumi; knight, laurie; landwehr=
, susan m.; lassere, donald; lawner, leslie; lawrence, linda l.; leibman, l=
ara; leonardo, samuel; levy, alberto; lindberg, susan; linnell, elizabeth; =
long, chris; mara, susan; maurer, luiz; mcvicker, maureen; migden, janine; =
miller, terri; montovano, steve; moore, bill; nersesian, carin; neustaedter=
, robert; nicolay, christi l.; nord, sue; noske, linda j.; novosel, sarah; =
o'connell, earlene; ogenyi, gloria; palmer, germain; perez, carmen; perez, =
gus; perrino, dave; petrochko, mona l.; pharms, melinda; reyna, margo; rish=
e, frank; rizzo, helen; roan, michael; robertson, linda; robinson, marchris=
; rodriquez, andy; ryall, jean; shapiro, richard; shelk, john; shortridge, =
pat; staines, dan; steffes, james d.; stephens, sharonda; stransky, joan; s=
troup, kerry; stubbings, randy; sullivan, kathleen; sullivan, lora; thome, =
jennifer; tiberi, fino; twiggs, thane; walton, steve; warner, geriann; yeun=
g, charles; yoho, lisa
subject:=09government affairs retainer agreements


please send out notices of termination by november 30, 2001 for all retaine=
r (fixed payments) agreements (lobbying, legal, consulting, etc...)  we nee=
d to end all payments as of december 31, 2001.  thank you very much.



ginger dernehl
administrative coordinator
global government affairs
phone# 713-853-7751
fax# 713-646-8160"
2001-11-21 11:03:53-08:00,margo.reyna,re: government affairs retainer agreements,"okay, thanks.

-----original message-----
from: shapiro, richard 
sent: wednesday, november 21, 2001 12:58 pm
to: reyna, margo
subject: re: government affairs retainer agreements


no standard form..would be happy to look at anything you do.
--------------------------
rick s."
